Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBathrooms,TotalSF,HouseAge,RemodAge,PricePerSF
754,60,3,80.0,10240,1,2,3,3,0,4,0,16,2,2,0,5,8,5,2005,2005,1,0,12,13,1,178.0,2,4,2,2,3,2,5,0,5,0,1030,1030,1,2,1,4,1038,1060,0,2098,0,0,2,1,3,1,0,8,6,1,2,1,2005.0,1,3,878,4,4,2,192,52,0,0,0,0,3,4,4,0,3,2006,8,4,275500,3,3128,1,1,88.07544757033249
755,20,3,61.0,7930,1,2,3,3,0,4,0,12,2,2,0,2,6,8,1969,2005,1,0,9,10,3,0.0,3,4,1,3,3,3,2,439,3,472,115,1026,1,2,1,4,1026,0,0,1026,1,0,1,0,3,1,2,5,6,0,5,5,1969.0,1,2,440,4,4,2,171,48,0,0,0,0,3,4,4,0,7,2009,8,4,156000,2,2052,40,4,76.0233918128655
756,160,1,34.0,3230,1,1,3,3,0,4,0,21,2,2,4,5,6,5,1999,1999,1,0,8,8,1,894.0,3,4,2,2,3,3,2,381,5,0,348,729,1,2,1,4,742,729,0,1471,0,0,2,1,3,1,3,6,6,0,5,5,1999.0,2,2,440,4,4,2,0,24,0,0,0,0,3,4,4,0,3,2009,8,4,172500,3,2200,10,10,78.4090909090909
757,60,3,68.0,10769,1,2,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,0,12,13,3,0.0,2,4,2,2,3,0,2,20,5,0,846,866,1,0,1,4,866,902,0,1768,0,0,2,1,3,1,2,7,6,0,5,1,2007.0,1,2,578,4,4,2,144,105,0,0,0,0,3,4,4,0,4,2009,8,4,212000,3,2634,2,2,80.48595292331055
758,60,3,69.0,11616,1,2,0,3,0,1,0,19,2,2,0,5,6,5,1978,1978,3,0,6,6,0,328.0,3,4,1,3,3,2,4,438,5,0,234,672,1,4,1,4,672,714,0,1386,0,0,2,1,3,1,3,6,6,1,4,1,1978.0,0,2,440,4,4,2,335,0,0,0,0,0,3,0,4,0,4,2010,8,0,158900,3,2058,32,32,77.21088435374149
759,160,1,24.0,2280,1,1,3,3,0,4,0,21,2,2,3,5,7,5,1999,1999,1,0,8,8,1,360.0,3,4,2,2,3,3,0,549,5,0,195,744,1,2,1,4,757,744,0,1501,0,0,2,1,3,1,3,6,6,0,5,5,1999.0,2,2,440,4,4,2,0,0,0,0,0,0,3,4,4,0,8,2008,8,4,179400,3,2245,9,9,79.9109131403118
760,60,3,65.0,12257,1,2,0,3,0,4,0,15,2,2,0,5,8,5,1995,1995,1,0,12,13,1,513.0,2,4,2,2,3,0,3,56,0,64,1198,1318,1,0,1,4,1328,1203,0,2531,0,0,2,1,4,1,2,9,6,1,4,1,1995.0,1,3,752,4,4,2,222,98,0,0,0,0,3,4,4,0,11,2007,8,4,290000,3,3849,12,12,75.3442452585087
761,20,3,70.0,9100,1,2,3,3,0,4,0,12,2,2,0,2,6,6,1959,1959,3,0,13,14,3,0.0,3,4,1,3,3,3,4,612,5,0,252,864,1,0,1,4,864,0,0,864,0,0,1,0,2,1,3,5,6,0,5,5,2008.0,2,1,300,0,0,2,0,0,0,0,0,0,3,4,2,450,10,2009,8,4,127500,1,1728,50,50,73.78472222222223
762,30,4,60.0,6911,1,2,3,3,0,2,0,3,1,2,0,2,5,5,1924,1950,1,0,13,14,3,0.0,3,4,2,3,3,2,3,405,5,0,740,1145,1,4,1,4,1301,0,0,1301,0,0,1,0,2,1,1,5,2,0,5,5,1965.0,2,2,440,4,4,2,0,0,0,0,0,0,3,4,4,0,10,2009,8,4,100000,1,2446,85,59,40.88307440719542
763,60,1,72.0,8640,1,2,3,3,0,4,0,21,2,2,0,5,7,5,2009,2009,1,0,12,13,3,0.0,3,4,2,2,3,2,2,24,5,0,732,756,1,0,1,4,764,783,0,1547,0,0,2,1,3,1,2,7,6,0,5,1,2009.0,2,2,614,4,4,2,169,45,0,0,0,0,3,4,4,0,6,2010,2,4,215200,3,2303,1,1,93.4433347807208
764,60,3,82.0,9430,1,2,3,3,0,4,0,15,2,2,0,5,8,5,1999,1999,1,0,12,13,1,673.0,2,4,2,2,3,2,2,1163,5,0,89,1252,1,0,1,4,1268,1097,0,2365,1,0,2,1,3,1,2,8,6,1,2,1,1999.0,1,3,856,4,4,2,0,128,0,0,180,0,3,4,4,0,7,2009,8,4,337000,4,3617,10,10,93.17113630080176
765,120,3,30.0,9549,1,2,0,3,0,1,0,24,2,2,4,2,8,5,1995,1996,3,0,3,3,3,0.0,2,2,2,2,1,0,3,437,2,1057,0,1494,1,0,1,4,1494,0,0,1494,1,0,1,1,2,1,0,6,6,1,2,1,1995.0,0,2,481,4,4,2,0,30,0,0,216,0,3,4,4,0,4,2006,8,4,270000,3,2988,11,10,90.36144578313252
766,20,3,75.0,14587,1,2,0,3,0,4,0,21,2,2,0,2,9,5,2008,2008,1,0,12,13,2,284.0,2,4,2,2,3,3,5,0,5,0,1498,1498,1,0,1,4,1506,0,0,1506,0,0,2,0,2,1,0,6,6,1,2,1,2008.0,0,2,592,4,4,2,0,174,0,0,0,0,3,4,4,0,8,2008,6,5,264132,2,3004,0,0,87.92676431424766
767,60,3,80.0,10421,1,2,3,3,0,4,0,14,2,2,0,5,7,5,1988,1988,1,0,6,6,1,42.0,3,4,1,2,3,3,2,394,5,0,586,980,1,4,1,4,980,734,0,1714,0,0,2,1,3,1,3,7,6,1,4,1,1988.0,2,2,496,4,4,2,228,66,156,0,0,0,3,2,2,500,3,2010,8,4,196500,3,2694,22,22,72.93986636971047
768,50,3,75.0,12508,1,2,0,3,0,4,0,11,2,2,0,0,6,7,1940,1985,1,0,12,13,3,0.0,3,4,1,2,3,2,0,660,5,0,323,983,1,0,1,4,983,767,0,1750,1,0,2,0,4,1,3,7,4,0,5,1,1989.0,2,1,423,4,4,2,245,0,156,0,0,0,3,4,2,1300,7,2008,8,4,160000,3,2733,68,23,58.543724844493234
769,20,3,70.0,9100,1,2,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,3,0,12,13,3,0.0,2,4,2,2,3,3,2,24,5,0,1836,1860,1,0,1,4,1836,0,0,1836,0,0,2,0,3,1,2,8,6,1,2,1,2004.0,0,2,484,4,4,2,120,33,0,0,0,0,3,4,4,0,10,2006,8,4,216837,2,3696,2,1,58.66801948051948
770,60,3,47.0,53504,1,2,1,1,0,1,1,22,2,2,0,5,8,5,2003,2003,3,0,5,15,1,603.0,0,4,2,2,3,1,0,1416,5,0,234,1650,1,0,1,4,1690,1589,0,3279,1,0,3,1,4,1,0,12,4,1,2,3,2003.0,0,3,841,4,4,2,503,36,0,0,210,0,3,4,4,0,6,2010,8,4,538000,5,4929,7,7,109.14992899168189
771,85,3,69.0,7252,1,2,0,3,0,1,0,19,2,2,0,6,5,5,1982,1982,3,0,13,14,3,0.0,3,4,1,2,3,0,2,685,5,0,173,858,1,4,1,4,858,0,0,858,1,0,1,0,2,1,3,5,6,0,5,5,1983.0,2,2,576,4,4,2,120,0,0,0,0,0,3,4,4,0,4,2009,8,4,134900,2,1716,27,27,78.61305361305361
772,20,3,67.0,8877,1,2,3,3,0,4,0,7,2,2,0,2,4,5,1951,1951,1,0,13,14,3,0.0,3,4,1,1,0,3,3,836,5,0,0,836,1,4,1,1,1220,0,0,1220,0,0,1,0,2,1,3,6,6,0,5,5,1951.0,2,2,396,4,4,2,0,0,0,0,0,0,3,4,4,0,4,2006,0,4,102000,1,2056,55,55,49.61089494163424
773,80,3,94.0,7819,1,2,3,3,0,4,0,7,2,2,0,7,6,5,1976,1976,1,0,9,10,3,0.0,3,4,1,3,3,0,0,422,1,127,480,1029,1,4,1,4,1117,0,0,1117,1,0,1,0,3,1,3,6,6,1,4,5,1976.0,2,2,672,4,4,2,144,0,0,0,0,0,3,2,4,0,3,2010,8,0,107000,2,2146,34,34,49.86020503261883
774,20,3,70.0,10150,1,2,3,3,0,4,0,12,1,2,0,2,5,5,1958,1958,1,0,13,14,3,1.0,3,4,1,3,3,3,4,456,5,0,456,912,1,0,1,0,912,0,0,912,0,0,1,0,2,1,3,5,6,0,5,1,1958.0,1,1,275,4,4,2,0,0,0,0,0,0,3,4,4,0,7,2007,0,4,114500,1,1824,49,49,62.77412280701754
775,20,3,110.0,14226,1,2,3,3,0,0,0,16,2,2,0,2,8,5,2006,2006,3,0,12,13,1,375.0,2,4,2,2,3,0,5,0,5,0,1935,1935,1,2,1,4,1973,0,0,1973,0,0,2,0,3,1,2,9,6,1,2,1,2006.0,0,3,895,4,4,2,315,45,0,0,0,0,3,4,4,0,7,2007,6,5,395000,2,3908,1,1,101.07471852610031
776,120,4,32.0,4500,1,2,3,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,0,12,13,1,320.0,3,4,2,0,3,3,2,866,5,0,338,1204,1,0,1,4,1204,0,0,1204,1,0,2,0,2,1,3,5,6,0,5,1,1998.0,0,2,412,4,4,2,0,247,0,0,0,0,3,4,4,0,6,2009,8,4,162000,3,2408,11,11,67.27574750830564
777,20,3,86.0,11210,1,2,0,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,0,12,13,1,240.0,2,4,2,2,3,0,2,20,5,0,1594,1614,1,0,1,4,1614,0,0,1614,0,0,2,0,3,1,2,7,6,0,5,1,2005.0,1,3,865,4,4,2,144,59,0,0,0,0,3,4,4,0,7,2006,6,5,221500,2,3228,1,0,68.61833952912019
778,20,3,100.0,13350,1,2,0,3,0,4,0,19,2,2,0,2,5,5,1974,1974,3,0,6,10,3,0.0,3,4,1,3,3,3,0,762,5,0,102,864,1,4,1,4,894,0,0,894,1,0,1,0,3,1,3,5,6,1,1,1,1974.0,2,2,440,4,4,2,241,0,0,0,0,0,3,2,4,0,6,2006,8,4,142500,2,1758,32,32,81.0580204778157
779,90,2,60.0,8400,1,2,3,3,0,4,0,20,1,2,2,2,5,5,1977,1977,1,0,9,10,1,320.0,3,4,3,3,3,3,5,0,5,0,0,0,1,4,1,4,2020,0,0,2020,0,0,2,0,4,2,3,10,6,2,4,5,1977.0,2,2,630,4,4,2,0,0,0,0,0,0,3,4,4,0,10,2007,8,4,144000,2,2020,30,30,71.2871287128713
780,90,3,78.0,10530,1,2,3,3,0,4,0,11,2,2,2,6,6,5,1977,1977,1,0,9,7,1,90.0,3,4,1,2,3,1,2,975,5,0,0,975,1,4,1,4,1004,0,0,1004,1,0,1,0,2,1,3,4,6,0,5,1,1977.0,2,2,504,4,4,2,0,0,0,0,0,0,3,4,4,0,5,2006,8,4,135000,2,1979,29,29,68.21627084386054
781,20,3,63.0,7875,1,2,3,3,0,4,0,8,2,2,0,2,7,5,1995,1996,1,0,6,6,1,38.0,3,4,2,2,1,3,5,0,5,0,1237,1237,1,2,1,4,1253,0,0,1253,0,0,2,0,3,1,3,6,6,1,4,1,1995.0,0,2,402,4,4,2,220,21,0,0,0,0,3,4,4,0,6,2007,8,4,176000,2,2490,12,11,70.68273092369478
782,60,3,65.0,7153,1,2,3,3,0,4,0,20,2,2,0,5,6,5,1992,1992,1,0,12,13,3,0.0,2,2,2,2,3,3,0,387,5,0,374,761,1,0,1,4,810,793,0,1603,0,0,2,1,3,1,2,7,6,0,5,1,1992.0,1,2,484,4,4,2,0,124,0,0,0,0,3,4,4,0,7,2006,8,4,175900,3,2364,14,14,74.4077834179357
783,20,3,67.0,16285,1,2,1,3,0,4,0,5,2,2,0,2,7,5,2001,2002,1,0,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,1413,1413,1,0,1,4,1430,0,0,1430,0,0,2,0,3,1,2,6,6,0,5,1,2001.0,1,2,605,4,4,2,0,33,0,0,0,0,3,4,4,0,6,2009,8,4,187100,2,2843,8,7,65.81076327822723
784,85,3,69.0,9101,1,2,0,3,0,0,0,11,2,2,0,6,5,6,1978,1978,1,0,9,10,1,104.0,3,2,2,2,3,0,2,1097,5,0,0,1097,1,0,1,4,1110,0,0,1110,1,0,1,0,1,1,2,4,6,1,4,1,1978.0,0,2,602,4,4,2,303,30,0,0,0,0,3,4,4,0,7,2009,8,4,165500,2,2207,31,31,74.98867240598096
785,75,4,35.0,6300,1,0,3,3,0,4,0,17,2,2,0,4,6,6,1914,2001,1,0,13,15,3,0.0,3,4,1,3,3,3,5,0,5,0,742,742,1,0,1,4,742,742,0,1484,0,0,2,0,3,1,3,9,6,1,2,1,1980.0,2,0,0,4,4,2,0,291,134,0,0,0,3,4,4,0,6,2008,8,4,128000,2,2226,94,7,57.502246181491465
786,20,3,69.0,9790,1,2,3,3,0,4,0,14,1,2,0,2,6,5,1967,1967,1,0,3,14,3,0.0,3,4,1,3,3,3,4,251,3,630,491,1372,1,4,1,4,1342,0,0,1342,0,0,2,0,3,1,3,7,6,1,2,1,1967.0,2,2,457,4,4,2,0,0,0,0,197,0,3,4,4,0,9,2009,8,4,161500,2,2714,42,42,59.50626381724392
787,50,4,60.0,10800,1,2,3,3,0,4,0,17,0,2,0,0,5,6,1915,1950,1,0,8,8,3,0.0,3,2,2,1,3,3,3,686,5,0,0,686,1,4,1,4,966,686,0,1652,1,0,2,0,4,1,3,7,6,0,5,5,1961.0,2,1,416,4,4,2,0,0,196,0,0,0,3,4,2,1200,6,2010,8,4,139000,3,2338,95,60,59.452523524379814
788,60,3,76.0,10142,1,2,0,3,0,4,0,20,2,2,0,5,7,5,2004,2004,1,0,12,13,3,0.0,2,4,2,2,3,3,2,656,5,0,300,956,1,0,1,4,956,1128,0,2084,1,0,2,1,4,1,2,8,6,0,5,3,2004.0,1,2,618,4,4,2,0,45,0,0,0,0,3,4,4,0,1,2010,8,4,233000,4,3040,6,6,76.64473684210526
789,20,4,50.0,6000,1,2,3,3,0,0,0,17,2,2,0,2,4,7,1954,2000,1,0,8,8,3,0.0,3,4,1,3,3,3,5,0,5,0,901,901,1,0,1,4,901,0,0,901,0,0,1,0,2,1,3,4,6,0,5,5,1954.0,2,1,281,1,4,2,0,0,0,0,0,0,3,4,4,0,8,2008,8,4,107900,1,1802,54,8,59.87791342952275
790,60,3,69.0,12205,1,2,0,2,0,4,0,4,2,2,0,5,6,8,1966,2007,1,0,6,6,1,157.0,3,4,1,3,0,1,3,568,5,0,264,832,1,2,1,4,976,1111,0,2087,0,0,2,1,5,1,2,9,6,0,5,1,1966.0,0,2,444,4,4,2,133,168,0,0,0,0,3,4,4,0,7,2007,8,4,187500,3,2919,41,0,64.23432682425488
791,120,3,43.0,3182,1,2,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,0,12,13,1,11.0,2,4,2,2,3,3,2,16,5,0,1129,1145,1,0,1,4,1145,0,0,1145,0,0,2,0,2,1,2,5,6,1,2,1,2005.0,0,2,397,4,4,2,100,16,0,0,0,0,3,4,4,0,9,2009,8,4,160200,2,2290,4,3,69.95633187772926
792,80,3,69.0,11333,1,2,0,3,0,0,0,11,2,2,0,7,6,5,1976,1976,1,0,6,6,3,0.0,3,4,2,2,3,0,0,539,5,0,490,1029,1,4,1,4,1062,0,0,1062,1,0,1,0,3,1,3,5,6,2,4,1,1976.0,1,2,539,4,4,2,120,0,0,0,0,0,3,4,4,0,5,2007,8,4,146800,2,2091,31,31,70.20564323290291
793,60,3,92.0,9920,1,2,0,3,0,1,0,15,2,2,0,5,7,5,1996,1997,1,0,8,8,3,0.0,2,4,2,2,3,0,2,862,5,0,255,1117,1,0,1,4,1127,886,0,2013,1,0,2,1,3,1,3,8,6,1,4,1,1997.0,2,2,455,4,4,2,180,130,0,0,0,0,3,4,4,0,6,2007,8,4,269790,4,3130,11,10,86.19488817891374
794,20,3,76.0,9158,1,2,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,0,5,5,2,140.0,2,4,2,2,3,0,5,0,5,0,1496,1496,1,0,1,4,1496,0,0,1496,0,0,2,0,3,1,2,7,6,0,5,1,2007.0,0,2,474,4,4,2,168,130,0,0,0,0,3,4,4,0,6,2007,6,5,225000,2,2992,0,0,75.20053475935829
795,60,3,69.0,10832,1,2,0,3,0,0,0,8,2,2,0,5,7,5,1994,1996,1,0,8,8,3,0.0,2,4,2,2,3,3,5,0,5,0,712,712,1,0,1,4,1086,809,0,1895,0,0,2,1,3,1,2,7,6,1,4,1,1994.0,0,2,409,4,4,2,143,46,0,0,0,0,3,4,2,500,10,2008,8,4,194500,3,2607,14,12,74.60682777138473
796,60,3,70.0,8400,1,2,3,3,0,4,0,20,2,2,0,5,6,6,1980,1981,1,0,6,6,1,130.0,3,4,1,2,3,3,5,0,5,0,650,650,1,4,1,4,888,676,0,1564,0,0,2,1,3,1,3,7,6,1,4,1,1980.0,2,2,476,4,4,2,0,50,0,0,204,0,3,2,4,0,4,2010,8,4,171000,3,2214,30,29,77.23577235772358
797,20,3,71.0,8197,1,2,3,3,0,4,0,19,2,2,0,2,6,5,1977,1977,1,0,9,10,1,148.0,3,4,1,3,3,3,5,0,5,0,660,660,1,0,1,4,1285,0,0,1285,0,0,1,1,3,1,3,7,6,1,4,1,1977.0,1,2,528,4,4,2,138,0,0,0,0,0,3,2,4,0,4,2007,8,4,143500,2,1945,30,30,73.7789203084833
798,20,3,57.0,7677,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1953,1953,1,0,12,13,3,0.0,3,4,1,3,3,3,1,570,5,0,203,773,1,2,1,4,773,0,0,773,0,0,1,0,2,1,3,4,6,0,5,1,1953.0,2,1,240,4,4,2,0,0,0,0,0,0,3,4,4,0,4,2008,8,0,110000,1,1546,55,55,71.15135834411385
799,60,3,104.0,13518,1,2,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,0,12,13,2,860.0,0,4,2,0,3,3,5,0,5,0,1926,1926,1,0,1,4,1966,1174,0,3140,0,0,3,1,4,1,0,11,6,2,2,3,2009.0,0,3,820,4,4,2,144,78,0,0,0,0,3,4,4,0,7,2009,6,5,485000,4,5066,1,0,95.73628108961705
800,50,3,60.0,7200,1,2,3,3,0,0,0,18,1,2,0,0,5,7,1937,1950,1,0,13,14,1,252.0,3,4,0,2,3,3,0,569,5,0,162,731,1,0,1,4,981,787,0,1768,1,0,1,1,3,1,2,7,6,2,4,5,1939.0,2,1,240,4,4,2,0,0,264,0,0,0,3,2,4,0,6,2007,8,4,175000,3,2499,70,57,70.0280112044818
801,60,3,79.0,12798,1,2,0,1,0,4,1,4,1,2,0,5,6,5,1997,1997,1,0,12,13,3,0.0,3,4,2,2,3,1,2,462,5,0,154,616,1,2,1,4,616,1072,0,1688,1,0,2,1,4,1,2,8,6,0,5,1,1997.0,1,2,603,4,4,2,403,114,185,0,0,0,3,4,2,400,5,2008,8,4,200000,4,2304,11,11,86.80555555555556
802,30,4,40.0,4800,1,2,3,3,0,4,0,9,2,2,0,2,4,7,1916,1990,1,0,8,8,3,0.0,3,4,1,3,3,3,3,197,5,0,999,1196,1,0,1,0,1196,0,0,1196,1,0,1,0,2,1,3,5,6,0,5,5,1957.0,2,2,440,4,4,2,0,0,0,0,0,0,3,4,4,0,7,2007,8,4,109900,2,2392,91,17,45.94481605351171
803,60,3,63.0,8199,1,2,3,3,0,4,0,5,2,2,0,5,7,5,2005,2005,1,0,14,15,3,0.0,2,4,2,2,3,0,2,648,5,0,80,728,1,0,1,4,728,728,0,1456,1,0,2,1,3,1,2,7,6,1,2,1,2005.0,0,2,410,4,4,2,36,18,0,0,0,0,3,4,4,0,10,2008,8,4,189000,4,2184,3,3,86.53846153846153
804,60,3,107.0,13891,1,2,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,0,12,13,2,424.0,0,4,2,0,3,1,5,0,5,0,1734,1734,1,0,1,4,1734,1088,0,2822,0,0,3,1,4,1,0,12,6,1,2,3,2009.0,1,3,1020,4,4,2,52,170,0,0,192,0,3,4,4,0,1,2009,6,5,582933,4,4556,1,0,127.94841966637401
805,20,3,75.0,9000,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,0,13,14,3,0.0,3,4,1,3,3,3,3,812,5,0,124,936,1,4,1,4,1128,0,0,1128,0,0,1,0,2,1,3,5,2,0,5,1,1954.0,2,1,286,4,4,2,0,0,0,0,0,0,3,1,4,0,6,2006,8,3,118000,1,2064,52,52,57.17054263565891
806,20,3,91.0,12274,1,2,0,3,0,2,0,21,2,2,0,2,7,5,2008,2008,1,0,12,13,2,256.0,2,4,2,2,3,3,5,0,5,0,1417,1417,1,0,1,4,1428,0,0,1428,0,0,2,0,3,1,0,6,6,0,5,1,2008.0,1,2,554,4,4,2,0,60,0,0,0,0,3,4,4,0,7,2008,6,5,227680,2,2845,0,0,80.02811950790861
807,80,3,75.0,9750,1,2,3,3,0,4,0,12,2,2,0,7,5,5,1967,1967,1,0,12,13,3,0.0,3,4,2,3,3,0,0,400,4,480,100,980,1,2,1,4,980,0,0,980,0,0,2,0,3,1,3,6,6,0,5,1,1967.0,0,1,384,4,4,2,68,0,0,0,0,0,3,4,4,0,10,2006,8,4,135500,2,1960,39,39,69.13265306122449
808,70,3,144.0,21384,1,2,3,3,0,4,0,3,2,2,0,5,5,6,1923,2004,1,0,13,14,3,0.0,3,4,1,3,3,1,2,1309,5,0,15,1324,1,0,1,4,1072,504,0,1576,2,0,1,1,3,1,2,6,6,1,4,1,1923.0,1,2,528,4,4,2,0,312,0,0,0,0,3,4,4,0,5,2009,8,4,223500,4,2900,86,5,77.06896551724138
809,80,3,85.0,13400,1,2,3,3,0,4,0,12,2,2,0,7,5,5,1966,1966,1,0,12,13,1,1047.0,3,4,1,3,3,0,0,516,1,128,380,1024,1,4,1,4,1086,0,0,1086,1,0,1,0,3,1,3,6,6,1,2,1,1966.0,1,2,484,4,4,2,0,0,0,0,0,0,3,1,4,0,6,2006,8,4,159950,2,2110,40,40,75.80568720379146
810,75,4,90.0,8100,1,2,3,3,0,0,0,17,2,2,0,4,5,5,1898,1965,3,0,0,0,3,0.0,3,4,2,3,3,3,5,0,5,0,849,849,1,4,0,0,1075,1063,0,2138,0,0,2,0,2,3,3,11,6,0,5,5,1910.0,2,2,360,1,3,0,40,156,0,0,0,0,3,2,4,0,11,2009,8,4,106000,2,2987,111,44,35.48711081352528
811,20,3,78.0,10140,1,2,3,3,0,4,0,14,2,2,0,2,6,6,1974,1999,3,0,6,6,1,99.0,3,4,1,3,3,3,0,663,3,377,0,1040,1,1,1,4,1309,0,0,1309,1,0,1,1,3,1,2,5,6,1,1,1,1974.0,1,2,484,4,4,2,265,0,0,0,0,648,1,0,4,0,1,2006,8,4,181000,3,2349,32,7,77.05406555981268
812,120,4,69.0,4438,1,2,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,0,12,13,1,169.0,2,4,2,2,3,1,2,662,5,0,186,848,1,0,1,4,848,0,0,848,1,0,1,0,1,1,2,4,6,1,2,1,2004.0,0,2,420,4,4,2,140,0,0,0,0,0,3,4,4,0,6,2008,3,4,144500,2,1696,4,4,85.2004716981132
813,20,0,66.0,8712,0,2,3,0,0,4,1,9,2,2,0,2,5,5,1952,1952,3,0,13,14,3,0.0,1,4,1,3,3,0,5,0,5,0,540,540,1,4,0,0,1044,0,0,1044,0,0,1,0,2,1,1,4,6,0,5,2,1952.0,2,2,504,4,4,0,0,0,0,0,0,0,3,4,2,54,6,2010,8,2,55993,1,1584,58,58,35.34911616161616
814,20,3,75.0,9750,1,2,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,1,0,8,8,1,243.0,3,4,1,3,3,3,4,608,5,0,834,1442,1,2,1,4,1442,0,0,1442,0,0,1,1,4,1,3,7,6,0,5,1,1958.0,1,1,301,4,4,2,0,0,275,0,0,0,3,4,2,500,4,2007,0,4,157900,2,2884,49,49,54.750346740638
815,50,3,45.0,8248,1,0,3,3,0,4,0,7,2,2,0,0,5,7,1918,1950,1,0,11,12,3,0.0,3,4,0,3,3,3,5,0,5,0,686,686,2,2,1,4,686,564,0,1250,0,1,1,1,3,1,1,7,6,0,5,5,1955.0,2,1,280,4,4,1,207,0,96,0,0,0,3,4,4,0,7,2006,8,4,116000,3,1936,88,56,59.917355371900825
816,20,3,48.0,12137,1,2,1,3,0,1,0,5,2,2,0,2,7,5,1998,1998,1,0,12,13,1,442.0,3,4,2,2,3,3,5,0,5,0,1649,1649,1,0,1,4,1661,0,0,1661,0,0,2,0,3,1,2,6,6,0,5,1,1998.0,1,2,598,4,4,2,0,34,0,0,0,0,3,4,4,0,5,2010,8,4,224900,2,3310,12,12,67.94561933534743
817,20,3,69.0,11425,1,2,0,3,0,0,0,12,2,2,0,2,5,6,1954,1954,1,0,3,3,3,0.0,3,4,1,3,3,3,1,486,5,0,522,1008,1,2,1,4,1008,0,0,1008,0,0,1,0,2,1,3,4,6,1,2,1,1954.0,1,1,275,4,4,2,0,0,120,0,0,0,3,4,4,0,7,2006,8,4,137000,1,2016,52,52,67.9563492063492
818,20,3,69.0,13265,1,2,0,3,0,1,0,11,2,2,0,2,8,5,2002,2002,3,0,5,5,1,148.0,2,4,2,2,3,3,2,1218,5,0,350,1568,1,0,1,4,1689,0,0,1689,1,0,2,0,3,1,2,7,6,2,2,1,2002.0,1,3,857,4,4,2,150,59,0,0,0,0,3,4,4,0,7,2008,8,4,271000,3,3257,6,6,83.20540374577833
819,80,3,80.0,8816,1,2,3,3,0,4,0,4,2,2,0,7,6,7,1971,1971,1,0,6,6,1,80.0,3,4,1,3,3,0,2,504,5,0,506,1010,1,2,1,4,1052,0,0,1052,1,0,1,0,3,1,3,6,6,0,5,1,1971.0,2,2,440,4,4,2,0,0,0,0,0,0,3,2,4,0,6,2010,8,4,155000,2,2062,39,39,75.16973811833172
820,120,3,44.0,6371,1,2,0,3,0,4,0,16,2,2,4,2,7,5,2009,2010,1,0,12,13,2,128.0,2,4,2,2,3,2,2,733,5,0,625,1358,1,0,1,4,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,1,2010.0,1,2,484,4,4,2,192,35,0,0,0,0,3,4,4,0,6,2010,6,5,224000,3,2716,1,0,82.47422680412372
821,60,3,72.0,7226,1,2,0,3,0,1,0,5,2,2,0,5,7,5,2003,2003,1,0,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,798,798,1,0,1,4,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,5,1,2003.0,1,2,595,4,4,2,0,45,0,0,0,0,3,4,4,0,6,2008,8,4,183000,3,2438,5,5,75.06152584085316
822,20,4,60.0,6000,1,1,3,0,0,4,1,17,2,2,1,2,4,4,1953,1953,1,0,8,8,3,0.0,1,4,1,1,3,3,5,0,5,0,936,936,1,4,0,4,936,0,0,936,0,0,1,0,2,1,3,4,3,0,5,5,1974.0,2,2,576,4,4,2,0,32,112,0,0,0,3,4,4,0,2,2009,8,4,93000,1,1872,56,56,49.67948717948718
