LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,TotalBathrooms,TotalSF,HouseAge,RemodAge,PricePerSF,SalePrice
69.0,5,1965,1965,0.0,3,1,3,1249,1499,0,1619,167,1786,2,3,7,2,2,1965.0,0,2,529,670,0,4,3285,43,43,69.69558599695586,228950
86.0,9,2005,2006,200.0,2,2,0,1249,1922,0,1922,0,1922,2,2,8,1,2,2005.0,0,3,676,178,51,3,3844,2,1,98.18574401664932,377426
70.0,7,2002,2003,113.0,2,2,2,810,1536,0,1536,0,1536,2,2,7,0,5,2002.0,1,2,532,192,74,3,3072,6,5,69.66145833333333,214000
91.0,7,1984,1998,0.0,2,1,2,213,1208,0,1621,0,1621,2,2,8,0,5,1984.0,1,2,440,108,45,3,2829,22,8,71.58006362672323,202500
66.0,6,1958,1998,176.0,3,1,3,585,1215,4,1215,0,1215,1,3,6,0,5,1958.0,2,1,297,0,0,1,2430,51,11,63.78600823045267,155000
85.0,8,2002,2002,0.0,2,2,2,0,967,0,993,915,1908,2,2,9,0,5,2002.0,0,2,431,135,0,3,2875,8,8,70.57391304347826,202900
60.0,4,1950,1950,0.0,1,1,3,0,721,2,841,0,841,1,3,4,0,5,1950.0,2,1,294,250,0,1,1562,59,59,52.49679897567221,82000
69.0,3,1949,1950,340.0,3,3,3,0,0,1,1040,0,1040,2,3,6,0,5,1949.0,2,2,400,0,0,2,1040,57,56,84.13461538461539,87500
63.0,9,2005,2005,616.0,0,2,0,28,1684,0,1684,0,1684,2,0,6,1,0,2005.0,1,2,564,495,72,2,3368,3,3,78.97862232779097,266000
36.0,5,1976,1976,0.0,3,1,2,129,536,4,536,576,1112,1,3,4,0,5,1976.0,2,1,336,182,0,2,1648,34,34,51.577669902912625,85000
65.0,6,1939,1950,0.0,3,0,3,0,972,2,972,605,1577,1,1,6,1,2,1939.0,2,1,312,0,0,1,2549,67,56,55.00196155355041,140200
69.0,6,1960,1998,0.0,3,1,3,498,958,4,958,0,958,1,3,5,0,5,1960.0,1,1,301,0,0,1,1916,47,9,79.07098121085595,151500
69.0,6,1960,1960,30.0,3,1,3,1270,1478,0,1478,0,1478,2,3,6,2,2,1960.0,2,2,498,0,40,3,2956,49,49,53.28146143437077,157500
36.0,7,2003,2004,106.0,2,2,2,573,764,0,764,862,1626,2,2,6,0,5,2003.0,1,2,474,0,27,4,2390,5,4,64.43514644351464,154000
56.0,9,2005,2006,870.0,0,2,0,1410,1848,0,1848,880,2728,2,0,10,2,0,2006.0,0,3,706,0,0,4,4576,1,0,95.5319055944056,437154
68.0,9,2007,2007,362.0,0,2,0,0,1869,0,1869,0,1869,2,0,6,1,2,2007.0,1,2,617,210,54,2,3738,0,0,85.08855002675227,318061
69.0,7,1986,1986,0.0,3,2,2,1082,1453,2,1453,0,1453,1,2,6,1,4,1986.0,1,2,445,0,80,3,2906,20,20,65.3819683413627,190000
60.0,5,1941,1950,0.0,3,1,3,236,616,4,616,495,1111,1,3,5,0,5,1941.0,2,1,200,48,0,2,1727,67,58,55.00868558193399,95000
60.0,6,1928,2003,0.0,3,0,3,0,624,2,720,0,720,1,3,5,0,5,2005.0,2,2,484,106,0,1,1344,82,7,78.79464285714286,105900
60.0,6,1940,2000,0.0,3,1,3,388,940,0,1192,403,1595,1,3,6,2,2,1940.0,2,1,240,0,0,1,2535,66,6,55.226824457593686,140000
105.0,6,1995,1995,0.0,2,2,2,334,1200,0,1200,0,1200,2,2,6,0,5,1995.0,1,2,521,0,26,3,2400,12,12,73.95833333333333,177500
69.0,6,1992,1992,106.0,3,2,2,560,1158,2,1167,0,1167,2,2,6,0,5,1992.0,1,2,400,120,26,3,2325,17,17,74.40860215053763,173000
44.0,5,1976,1976,0.0,3,2,2,874,1142,4,1142,0,1142,1,3,6,1,3,1976.0,0,2,528,536,90,3,2284,31,31,58.66900175131349,134000
92.0,5,1958,1958,120.0,3,1,3,300,1062,0,1352,0,1352,1,2,6,0,5,1958.0,2,1,288,168,0,2,2414,48,48,53.852526926263465,130000
78.0,8,1998,1998,530.0,2,2,2,956,1086,0,1086,838,1924,2,2,7,1,4,1998.0,1,2,592,208,75,4,3010,8,8,93.02325581395348,280000
69.0,6,1978,1978,0.0,3,1,2,773,888,0,912,0,912,1,3,5,1,4,1978.0,1,2,470,0,0,2,1800,29,29,86.66666666666667,156000
69.0,5,1940,1982,0.0,3,1,3,399,883,2,988,517,1505,1,3,8,0,5,1940.0,2,1,240,0,0,2,2388,68,26,60.72026800670017,145000
64.0,7,2003,2003,500.0,2,3,3,0,0,0,495,1427,1922,3,2,7,1,0,2003.0,1,2,672,0,0,3,1922,6,6,103.27783558792925,198500
21.0,6,1972,2007,510.0,3,1,3,162,483,2,483,504,987,1,2,5,0,5,1972.0,2,1,264,250,0,2,1470,37,2,80.27210884353741,118000
69.0,6,1976,1976,120.0,3,2,2,712,796,4,790,784,1574,2,3,6,1,4,1976.0,0,2,566,306,111,4,2370,30,30,80.16877637130801,190000
59.0,5,1920,1997,0.0,3,1,3,456,672,2,672,672,1344,1,3,6,0,5,1964.0,2,1,468,0,128,1,2016,89,12,72.91666666666667,147000
69.0,6,1963,1963,247.0,3,1,2,609,1394,2,1394,0,1394,1,3,6,2,2,1963.0,1,2,514,0,76,3,2788,46,46,57.03012912482066,159000
101.0,6,1962,1962,305.0,3,1,2,371,1099,2,1431,0,1431,1,3,6,1,2,1962.0,1,1,296,64,110,2,2530,46,46,65.21739130434783,165000
78.0,5,1954,1954,200.0,3,2,3,540,1268,2,1268,0,1268,1,3,7,1,2,1954.0,0,1,244,0,98,1,2536,56,56,52.05047318611987,132000
69.0,5,1959,2006,0.0,3,1,3,72,1063,0,1287,0,1287,1,2,7,1,2,1997.0,0,2,576,364,17,2,2350,51,4,68.93617021276596,162000
69.0,6,2000,2000,0.0,3,2,2,0,953,0,953,711,1664,2,3,7,1,4,2000.0,1,2,460,100,40,3,2617,6,6,65.87695834925488,172400
80.0,4,1959,1959,0.0,3,1,3,0,0,4,1120,468,1588,2,3,7,1,2,1991.0,0,2,680,0,59,2,1588,49,49,84.65491183879094,134432
50.0,6,1984,1984,0.0,3,1,2,623,744,4,752,0,752,1,3,4,0,5,1984.0,2,1,264,353,0,2,1496,26,26,83.55614973262033,125000
79.0,5,1953,1953,0.0,3,2,3,428,608,4,1319,0,1319,1,3,5,0,5,1953.0,2,1,270,66,0,2,1927,56,56,63.829787234042556,123000
65.0,7,2003,2004,0.0,2,2,2,0,847,0,847,1081,1928,2,2,8,1,2,2003.0,0,2,434,100,48,3,2775,4,3,79.09909909909909,219500
69.0,1,1922,1950,0.0,1,0,1,350,683,2,904,0,904,0,1,4,0,5,1980.0,2,0,0,0,0,2,1587,87,59,38.43730308758664,61000
57.0,5,1996,1996,0.0,2,2,2,298,870,0,914,0,914,1,3,5,0,5,1998.0,2,2,576,0,0,1,1784,10,10,82.95964125560538,148000
102.0,8,2004,2005,0.0,2,2,2,0,1580,0,1580,886,2466,3,2,8,1,2,2004.0,1,2,610,159,214,3,4046,3,2,84.03361344537815,340000
88.0,9,2010,2010,350.0,2,2,0,1445,1856,0,1856,0,1856,1,0,8,1,0,2010.0,0,3,834,113,0,3,3712,0,0,106.25862068965517,394432
60.0,6,2000,2000,16.0,3,2,2,0,982,0,1007,793,1800,2,3,7,1,4,2000.0,0,2,463,100,63,3,2782,9,9,64.34219985621854,179000
50.0,5,1924,1950,0.0,3,0,3,218,1026,4,1026,665,1691,2,2,6,1,2,1924.0,2,1,308,0,0,2,2717,86,60,46.74273095325727,127000
60.0,7,2006,2006,0.0,2,2,2,0,1293,0,1301,0,1301,2,2,5,1,2,2006.0,1,2,572,216,121,3,2594,0,0,72.37856592135698,187750
79.0,7,2006,2006,0.0,2,2,2,0,939,0,939,858,1797,2,2,8,0,5,2006.0,1,2,639,144,53,3,2736,1,1,78.03362573099415,213500
60.0,6,1928,1950,0.0,3,0,1,0,784,4,784,0,784,1,3,5,0,5,1950.0,2,2,360,0,0,1,1568,81,59,48.46938775510204,76000
69.0,6,1992,1992,0.0,2,2,2,985,1580,0,1079,874,1953,2,2,9,2,1,1992.0,0,2,501,216,231,4,3533,15,15,67.93093688083782,240000
43.0,8,2004,2005,16.0,2,2,2,24,1256,0,1269,0,1269,2,2,6,1,4,2004.0,0,2,430,146,20,2,2525,6,5,76.03960396039604,192000
58.0,5,1910,1996,0.0,3,2,3,0,658,4,658,526,1184,1,3,8,0,5,1980.0,2,0,0,0,151,1,1842,96,10,43.97394136807818,81000
72.0,6,1976,1976,255.0,3,1,3,631,1041,0,1125,0,1125,1,3,6,1,1,1977.0,2,1,352,296,0,2,2166,33,33,57.71006463527239,125000
93.0,7,1999,2000,125.0,2,2,2,0,1468,0,1479,0,1479,2,2,6,0,5,1999.0,1,2,577,120,25,2,2947,9,8,64.81167288768239,191000
96.0,10,2007,2008,272.0,0,2,0,1280,1682,0,1742,590,2332,2,0,9,1,0,2008.0,0,3,846,196,134,4,4014,1,0,106.12855007473841,426000
50.0,5,1900,1950,0.0,3,0,3,241,861,0,961,406,1367,1,3,7,0,5,1978.0,2,1,384,0,130,2,2228,108,58,53.41113105924596,119000
71.0,6,2001,2002,0.0,3,2,0,690,804,0,804,1157,1961,2,2,7,1,4,2001.0,0,2,560,125,192,4,2765,8,7,77.75768535262206,215000
69.0,5,1959,1959,0.0,3,3,3,0,0,4,882,0,882,1,3,5,0,5,1959.0,1,1,294,0,0,1,882,48,48,120.74829931972789,106500
69.0,4,1941,1950,0.0,3,1,3,266,788,4,788,0,788,1,3,4,2,4,1980.0,2,0,0,0,0,1,1576,65,56,63.45177664974619,100000
60.0,5,1940,1950,0.0,3,1,3,0,735,2,735,299,1034,1,3,5,0,5,1940.0,2,1,240,0,39,1,1769,67,57,61.616732617297906,109000
68.0,5,1956,1956,0.0,3,1,3,739,1144,4,1144,0,1144,1,3,6,0,5,1956.0,2,1,596,44,0,2,2288,54,54,56.38111888111888,129000
60.0,5,1972,1972,0.0,3,1,3,777,894,4,894,0,894,1,3,6,0,5,1985.0,1,2,600,215,0,1,1788,37,37,68.79194630872483,123000
69.0,5,1962,1962,288.0,3,1,3,540,864,4,876,936,1812,2,3,8,1,4,1962.0,1,1,264,0,168,2,2676,45,45,63.34080717488789,169500
60.0,5,1920,1950,0.0,3,0,1,0,961,2,1077,0,1077,1,3,6,0,5,1920.0,2,1,338,0,0,1,2038,87,57,32.87536800785083,67000
65.0,7,2006,2007,100.0,2,2,2,812,1092,0,1112,438,1550,2,2,7,0,5,2007.0,0,2,438,0,168,3,2642,3,2,91.21877365632096,241000
38.0,8,1996,1996,0.0,2,2,2,786,1260,0,1288,0,1288,1,0,4,2,2,1996.0,0,2,500,120,30,3,2548,12,12,96.35007849293564,245500
65.0,7,2005,2005,0.0,2,2,2,24,1310,0,1310,0,1310,2,2,6,1,2,2005.0,0,2,400,0,0,2,2620,1,1,62.97328244274809,164990
60.0,5,1940,1997,0.0,3,2,3,0,672,0,672,0,672,1,3,4,0,5,1940.0,2,1,240,168,0,1,1344,68,11,80.35714285714286,108000
93.0,8,1998,1998,650.0,2,2,2,0,1141,2,1165,1098,2263,2,2,10,1,4,1998.0,0,2,420,144,123,3,3404,8,8,75.79318448883666,258000
69.0,6,1995,1996,0.0,3,2,2,0,806,2,806,766,1572,2,3,7,1,4,1995.0,0,2,373,0,40,3,2378,12,11,70.64760302775441,168000
69.0,4,1976,1993,0.0,3,1,3,1116,1281,0,1620,0,1620,2,3,8,1,4,1993.0,2,2,490,120,78,3,2901,33,16,51.70630816959669,150000
51.0,6,1936,1950,0.0,3,0,3,0,1064,0,1166,0,1639,1,3,6,0,5,1936.0,2,1,240,0,0,1,2703,72,58,42.54532001479837,115000
63.0,6,1915,1976,0.0,3,0,2,0,840,0,840,840,1680,2,3,8,0,5,1960.0,2,1,308,0,0,2,2520,93,32,70.23809523809524,177000
109.0,7,2006,2006,350.0,2,2,0,0,1063,0,1071,1101,2172,2,2,9,1,2,2006.0,1,3,947,192,62,3,3235,1,1,86.55332302936631,280000
85.0,8,2007,2008,100.0,2,2,0,789,1034,0,1050,1028,2078,2,0,8,1,2,2008.0,0,3,836,0,102,4,3112,1,0,109.1741645244216,339750
68.0,5,1958,1958,0.0,3,1,3,0,1276,4,1276,0,1276,1,3,5,0,5,1958.0,2,1,350,0,0,1,2552,51,51,23.510971786833856,60000
100.0,5,1955,1955,0.0,3,1,3,1056,1056,4,1056,0,1056,1,3,5,0,5,1955.0,0,2,572,264,0,2,2112,51,51,68.65530303030303,145000
69.0,7,2009,2009,432.0,0,2,0,578,1470,0,1478,0,1478,2,2,7,1,2,2009.0,0,2,484,0,144,4,2948,1,1,75.30529172320217,222000
56.0,5,1927,1950,0.0,3,1,3,0,1008,2,1028,0,1028,1,3,5,1,2,1927.0,2,2,360,0,0,1,2036,83,60,56.483300589390964,115000
59.0,7,1993,1993,0.0,2,2,2,50,1080,0,1080,1017,2097,2,2,9,1,4,1993.0,2,3,678,196,187,4,3177,15,15,71.76581680830972,228000
73.0,7,2007,2007,0.0,2,2,2,24,1340,0,1340,0,1340,2,2,6,0,5,2007.0,0,2,396,100,30,2,2680,0,0,67.58731343283583,181134
74.0,6,1978,1978,203.0,3,1,3,209,672,4,672,728,1400,1,3,6,1,4,1978.0,0,2,440,0,0,2,2072,28,28,72.15250965250965,149500
86.0,6,1918,1950,0.0,3,0,2,1128,1370,4,1370,1254,2624,2,3,10,1,2,1918.0,2,3,864,0,0,4,3994,89,57,59.83975963945919,239000
60.0,5,1940,1950,0.0,3,0,3,312,756,1,756,378,1134,1,3,7,0,5,1940.0,2,1,240,0,0,3,1890,67,57,66.66666666666667,126000
65.0,5,1968,1968,0.0,3,1,3,775,1056,0,1056,0,1056,1,3,6,1,1,1968.0,2,1,304,0,85,2,2112,42,42,67.23484848484848,142000
78.0,7,1997,1998,200.0,3,2,2,1309,1344,0,1344,0,1344,2,3,8,0,5,1997.0,0,4,784,0,0,4,2688,11,10,76.7485119047619,206300
69.0,6,1977,2000,126.0,2,1,2,1246,1602,2,1602,0,1602,2,2,8,1,4,1977.0,0,2,529,240,0,3,3204,32,9,67.103620474407,215000
100.0,5,1954,1954,0.0,3,1,3,0,988,0,988,0,988,1,3,4,0,5,1954.0,1,2,520,0,0,1,1976,54,54,57.18623481781376,113000
80.0,8,1998,1998,473.0,2,2,2,986,1470,2,1470,1160,2630,2,2,8,1,4,1998.0,0,3,696,0,66,4,4100,10,10,76.82926829268293,315000
72.0,6,1956,1956,74.0,3,1,2,616,1196,2,1196,0,1196,1,3,6,1,2,1956.0,1,1,297,0,44,2,2392,52,52,58.11036789297659,139000
60.0,7,1946,1992,0.0,3,1,3,0,651,2,707,682,1389,1,3,6,2,2,1947.0,2,1,240,0,0,2,2040,63,17,66.17647058823529,135000
69.0,7,1989,1989,145.0,2,2,2,1518,1518,2,1644,0,1644,2,2,5,1,4,1989.0,0,2,569,80,0,4,3162,20,20,86.97027197975964,275000
77.0,4,1957,1957,0.0,3,1,3,288,907,0,907,0,907,1,3,5,0,5,1964.0,2,1,352,0,0,1,1814,51,51,60.09261300992282,109008
64.0,7,2007,2007,108.0,2,2,2,664,1208,0,1208,0,1208,2,2,6,0,5,2007.0,1,2,628,105,54,3,2416,0,0,80.87748344370861,195400
130.0,6,1988,1988,0.0,3,1,2,1005,1392,4,1412,0,1412,2,2,6,1,4,1988.0,2,2,576,0,0,3,2804,21,21,62.410841654778885,175000
21.0,6,1971,1971,232.0,3,1,3,387,483,4,483,504,987,1,3,4,0,5,1971.0,2,1,264,0,0,2,1470,37,37,58.095238095238095,85400
60.0,6,1920,1998,0.0,3,0,3,0,901,2,1088,110,1198,1,3,7,0,5,1980.0,2,0,0,0,98,1,2099,88,10,38.06574559313959,79900
24.0,5,1971,1971,376.0,3,1,3,471,765,0,765,600,1365,1,3,6,0,5,1971.0,2,2,440,240,36,3,2130,36,36,57.51173708920188,122500
100.0,6,1997,1998,0.0,3,2,2,0,926,0,926,678,1604,2,3,7,1,4,1997.0,0,2,470,0,36,3,2530,11,10,71.54150197628458,181000
21.0,4,1972,1972,0.0,3,1,2,495,630,2,630,0,630,1,3,3,0,5,1980.0,2,0,0,88,0,2,1260,36,36,64.28571428571429,81000
43.0,7,1996,1996,0.0,2,2,2,385,799,0,827,834,1661,2,2,6,1,4,1996.0,1,2,550,158,61,4,2460,13,13,86.17886178861788,212000
40.0,6,1920,1950,0.0,3,0,1,0,648,4,734,384,1118,1,3,6,0,5,1990.0,2,2,440,0,0,1,1766,86,56,65.68516421291054,116000
50.0,6,1926,2004,0.0,2,2,3,0,884,2,904,0,904,1,3,4,0,5,1926.0,2,1,180,0,0,1,1788,83,5,66.55480984340045,119000
40.0,5,1913,2002,0.0,3,2,3,365,440,4,694,0,694,1,2,4,1,2,1990.0,2,1,352,0,0,1,1134,94,5,79.67372134038801,90350
67.0,6,1920,2000,0.0,3,0,3,0,684,2,684,512,1196,1,2,7,0,5,2005.0,2,2,528,0,46,1,1880,89,9,58.51063829787234,110000
105.0,10,2008,2008,200.0,0,2,0,1767,3094,0,2402,0,2402,2,0,10,2,2,2008.0,0,3,672,0,72,3,5496,1,1,100.9825327510917,555000
92.0,4,1955,1955,270.0,3,1,3,133,1440,4,1440,0,1440,2,1,8,0,5,1980.0,2,0,0,0,0,2,2880,53,53,40.97222222222222,118000
52.0,5,1930,1992,0.0,3,2,3,0,1078,4,1128,445,1573,2,3,8,1,2,1930.0,2,2,360,0,0,2,2651,78,16,61.44850999622784,162900
53.0,7,2006,2007,72.0,2,2,0,0,1258,0,1258,0,1258,2,2,6,1,2,2007.0,0,3,648,144,16,2,2516,1,0,68.56120826709062,172500
70.0,7,1994,1995,0.0,2,2,2,642,915,0,933,975,1908,2,2,8,1,4,1994.0,2,2,493,144,133,4,2823,14,13,74.38894792773645,210000
73.0,6,1956,1956,0.0,3,1,3,0,1436,1,1689,0,1689,1,3,7,1,2,1956.0,2,2,480,0,0,1,3125,53,53,40.8,127500
137.0,6,1966,2002,0.0,2,1,3,247,1517,0,1888,0,1888,2,2,6,1,2,1966.0,0,2,578,0,0,3,3405,44,8,55.80029368575624,190000
69.0,7,1998,1999,0.0,2,2,2,0,930,2,956,930,1886,2,2,10,1,4,1998.0,0,2,431,89,0,3,2816,8,7,70.9872159090909,199900
50.0,6,1937,1950,0.0,3,0,3,0,780,4,780,596,1376,2,3,7,1,2,1937.0,2,1,198,0,0,2,2156,69,56,55.426716141001855,119500
50.0,3,1948,2002,0.0,3,1,3,331,649,0,679,504,1183,1,3,6,0,5,1981.0,2,1,308,0,176,2,1832,59,5,65.50218340611353,120000
70.0,6,1930,2005,0.0,3,0,3,0,813,0,813,0,813,1,2,5,0,5,1932.0,2,1,270,0,113,1,1626,76,1,67.65067650676507,110000
62.0,7,1975,1975,0.0,3,1,2,655,1533,4,1533,0,1533,2,2,5,2,4,1975.0,2,2,576,200,54,3,3066,31,31,91.32420091324201,280000
69.0,6,1996,1997,42.0,2,2,0,742,872,0,888,868,1756,2,3,7,0,5,1996.0,0,2,422,144,122,4,2628,11,10,77.62557077625571,204000
75.0,8,2008,2008,0.0,2,2,2,0,768,0,786,804,1590,2,2,6,0,5,2008.0,1,2,676,0,30,3,2358,1,1,89.05852417302799,210000
63.0,5,1976,1976,0.0,3,1,3,1606,1728,4,1728,0,1728,2,3,8,0,5,1976.0,2,2,560,0,0,4,3456,30,30,54.398148148148145,188000
80.0,7,1973,1973,320.0,3,1,3,916,1242,1,1242,0,1242,1,3,6,1,4,1973.0,2,2,528,0,0,2,2484,34,34,70.65217391304348,175500
34.0,5,1916,1950,0.0,3,0,3,0,624,1,624,720,1344,1,3,7,0,5,1916.0,2,3,513,0,0,1,1968,92,58,49.796747967479675,98000
69.0,4,1954,1994,0.0,3,1,2,1116,1364,0,1663,0,1663,1,2,6,2,2,1954.0,0,2,529,224,137,2,3027,54,14,84.57218368021142,256000
69.0,8,1925,1996,0.0,3,2,3,0,588,1,833,833,1666,1,2,7,1,2,1925.0,2,1,228,192,63,1,2254,83,12,71.42857142857143,161000
69.0,5,1950,1950,161.0,3,1,3,185,709,4,979,224,1203,1,2,5,1,4,1950.0,2,1,352,0,0,2,1912,59,59,57.53138075313807,110000
75.0,8,2009,2009,110.0,2,2,2,544,832,0,832,1103,1935,2,3,8,0,5,2009.0,0,2,552,0,150,4,2767,0,0,95.20599927719552,263435
60.0,7,1936,2007,0.0,2,2,2,350,560,0,575,560,1135,1,2,6,0,5,1971.0,1,2,576,256,0,2,1695,73,2,91.44542772861357,155000
60.0,5,1965,1965,0.0,3,1,3,553,864,2,864,0,864,1,3,5,1,3,1965.0,2,1,360,0,0,1,1728,44,44,36.101273148148145,62383
74.0,6,1934,1995,0.0,3,1,3,326,715,1,849,811,1660,1,3,6,1,2,1939.0,2,1,240,0,0,2,2375,74,13,79.45263157894736,188700
60.0,5,1978,1978,136.0,3,1,2,616,1040,4,1040,0,1040,2,3,5,0,5,1980.0,2,0,0,0,0,2,2080,31,31,59.61538461538461,124000
69.0,7,2004,2004,18.0,2,2,2,0,1375,0,1414,0,1414,2,2,6,1,4,2004.0,0,2,398,144,20,2,2789,2,2,64.08748655432055,178740
85.0,7,1970,1970,0.0,3,1,3,778,1277,4,1277,0,1277,1,3,5,1,3,1970.0,2,2,526,0,0,2,2554,37,37,65.3876272513704,167000
79.0,5,1942,1995,224.0,3,1,3,386,728,0,888,756,1644,1,2,7,2,2,1942.0,2,1,312,168,0,2,2372,65,12,61.76222596964587,146500
98.0,8,2006,2006,248.0,2,2,2,0,1626,0,1634,0,1634,2,2,7,1,2,2006.0,1,3,866,0,44,2,3260,1,1,76.68711656441718,250000
76.0,6,1993,1993,120.0,2,2,2,426,832,0,832,878,1710,2,2,7,0,5,1993.0,1,2,506,144,70,3,2542,15,15,73.56412273800157,187000
69.0,8,1985,1985,0.0,2,2,2,368,1488,4,1502,0,1502,1,2,4,0,5,1985.0,1,2,528,0,54,3,2990,25,25,70.90301003344482,212000
92.0,7,1977,1977,0.0,3,1,2,0,808,4,1161,808,1969,2,3,8,1,2,1977.0,1,2,534,0,0,3,2777,30,30,68.41915736406193,190000
35.0,6,2005,2005,80.0,3,2,2,459,547,0,1072,0,1072,1,3,5,0,5,2005.0,1,2,525,0,28,2,1619,3,3,91.41445336627548,148000
110.0,8,2006,2007,304.0,2,2,0,1350,1976,0,1976,0,1976,2,2,7,1,0,2006.0,1,3,908,250,63,3,3952,1,0,111.33603238866397,440000
41.0,8,2000,2000,0.0,2,2,2,1196,1494,0,1652,0,1652,2,0,6,0,5,2000.0,1,2,499,96,48,3,3146,7,7,79.78385251112523,251000
80.0,5,1963,1963,0.0,3,1,3,630,970,4,970,0,970,1,3,5,0,5,1996.0,2,2,624,0,24,2,1940,44,44,68.29896907216495,132500
75.0,6,1997,1998,215.0,3,2,2,994,1478,0,1493,0,1493,2,2,7,1,4,1997.0,0,2,508,140,39,3,2971,11,10,70.3130259171996,208900
105.0,9,2006,2006,772.0,0,2,2,0,2153,0,2069,574,2643,2,0,9,1,2,2006.0,0,3,694,414,84,3,4796,1,1,79.23269391159299,380000
79.0,8,2007,2008,336.0,2,2,0,1288,1705,0,1718,0,1718,2,2,7,1,2,2007.0,1,3,826,208,44,3,3423,2,1,86.76599474145486,297000
50.0,4,1937,2000,435.0,3,0,1,168,907,4,1131,0,1131,1,3,7,0,5,1995.0,2,2,672,0,72,1,2038,70,7,43.90137389597645,89471
98.0,9,2004,2005,378.0,2,2,0,1261,1833,0,1850,0,1850,2,2,8,1,2,2004.0,0,3,772,519,112,3,3683,2,1,88.51479771925061,326000
72.0,9,2003,2004,562.0,2,2,0,1567,1792,0,1792,0,1792,2,0,6,1,2,2003.0,0,3,874,206,49,3,3584,3,2,104.35267857142857,374000
50.0,7,1915,2005,0.0,2,2,3,299,910,0,916,910,1826,1,0,7,1,2,1915.0,2,1,164,0,0,3,2736,94,4,56.65204678362573,155000
32.0,6,1998,1998,116.0,3,2,0,897,1216,0,1216,0,1216,2,3,5,0,5,1998.0,2,2,402,0,125,3,2432,8,8,67.4342105263158,164000
69.0,5,1962,2001,0.0,3,1,3,588,999,2,999,0,999,1,2,6,0,5,1963.0,2,1,264,0,132,2,1998,45,6,66.31631631631632,132500
80.0,5,1950,2007,0.0,2,1,3,607,1113,2,1113,0,1113,1,2,5,1,2,1950.0,2,1,264,0,80,1,2226,59,2,66.0377358490566,147000
79.0,5,1965,1965,168.0,3,1,3,836,1073,4,1073,0,1073,1,3,6,0,5,1965.0,1,2,515,0,0,3,2146,42,42,72.69338303821063,156000
70.0,5,1971,1971,0.0,3,1,2,998,1484,2,1484,0,1484,2,3,7,1,4,1971.0,2,2,487,224,0,2,2968,36,36,58.9622641509434,175000
60.0,5,1900,1970,0.0,3,1,3,664,954,4,1766,648,2414,2,3,10,1,2,1970.0,2,2,520,142,0,2,3368,106,36,47.50593824228029,160000
21.0,4,1970,2002,0.0,3,1,2,515,630,4,630,0,630,1,2,3,0,5,1970.0,2,1,286,0,0,2,1260,39,7,68.25396825396825,86000
69.0,5,1976,1976,0.0,3,2,2,0,264,4,616,688,1304,1,3,4,1,2,1976.0,0,1,336,141,24,2,1568,32,32,73.34183673469387,115000
79.0,6,1941,1950,0.0,3,1,3,403,806,4,958,620,1578,1,1,5,2,4,1941.0,2,1,240,0,0,2,2384,65,56,55.788590604026844,133000
105.0,6,2006,2006,0.0,2,2,2,0,728,2,728,728,1456,2,3,8,0,5,2006.0,1,2,429,0,0,3,2184,0,0,79.11401098901099,172785
70.0,5,1960,1960,0.0,3,1,3,374,1269,4,1269,0,1269,1,3,6,1,1,1964.0,2,1,308,0,0,2,2538,48,48,61.07171000788022,155000
50.0,5,1938,1996,0.0,3,0,1,0,190,2,886,0,886,1,3,4,0,5,1938.0,2,1,273,144,20,1,1076,71,13,84.85130111524164,91300
60.0,4,1920,1950,0.0,3,1,3,495,720,4,720,0,720,1,3,4,0,5,1980.0,2,0,0,0,523,1,1440,89,59,24.23611111111111,34900
69.0,8,1992,1993,0.0,2,2,2,1231,3200,0,3228,0,3228,3,2,10,1,2,1992.0,1,2,546,264,75,4,6428,15,14,66.89483509645302,430000
60.0,7,1925,1950,0.0,3,2,3,329,1026,0,1133,687,1820,2,3,8,0,5,1925.0,2,1,240,0,100,3,2846,83,58,64.65214335910049,184000
65.0,5,1967,2004,89.0,3,2,3,450,864,0,899,0,899,1,2,5,0,5,1967.0,0,1,288,64,0,1,1763,42,5,73.7379466817924,130000
70.0,5,1958,1985,0.0,3,1,3,111,912,1,912,0,912,1,3,5,0,5,1958.0,0,1,297,12,285,2,1824,49,22,65.78947368421052,120000
21.0,6,1973,1973,285.0,3,1,3,356,672,4,672,546,1218,1,3,7,0,5,1973.0,2,1,264,144,28,2,1890,34,34,59.78835978835979,113000
75.0,7,2005,2005,0.0,2,2,2,400,866,2,866,902,1768,2,2,7,0,5,2005.0,1,2,603,0,108,3,2634,3,3,86.0668185269552,226700
70.0,5,1965,1965,0.0,3,1,3,698,1214,0,1214,0,1214,1,3,6,0,5,1965.0,2,2,461,0,0,2,2428,42,42,57.66062602965403,140000
100.0,7,1959,1997,0.0,3,1,3,1247,1501,4,1801,0,1801,2,3,6,2,4,1959.0,0,2,484,0,54,3,3302,51,13,87.52271350696547,289000
